,operateur,libelle_categorie_consommation,libelle_grand_secteur,libelle_secteur_naf2,conso,pdl,indqual,nombre_mailles_secretisees,libelle_region
1172,Enedis,Entreprises,Tertiaire,Autres services personnels,14648.02541,154,0.957,0,Normandie
1173,Enedis,Entreprises,Secteur Inconnu,0,39777.82638,48,0.996,0,Normandie
1174,Enedis,Petits professionels,Industrie,0,151049.9459,10345,0.0,0,Normandie
1175,Enedis,Entreprises,Agriculture,0,2462.780415,24,0.985,0,Hauts-de-France
1176,Enedis,Entreprises,Industrie,Industries alimentaires,1644437.894,1380,0.995,0,Hauts-de-France
1177,Enedis,Entreprises,Industrie,Industrie de l'habillement,5768.595424,34,0.986,0,Hauts-de-France
1178,Enedis,Entreprises,Industrie,Industrie du papier et du carton,546151.0343,111,0.999,0,Hauts-de-France
1179,Enedis,Entreprises,Industrie,Fabrication d'autres matériels de transport,93728.51745,25,1.0,0,Hauts-de-France
1180,Enedis,Entreprises,Industrie,Autres industries manufacturières,66414.6798,73,0.996,0,Hauts-de-France
1181,Enedis,Entreprises,Industrie,0,128.2935594,4,0.917,0,Hauts-de-France
1182,Enedis,Entreprises,Tertiaire,"Collecte, traitement et élimination des déchets ; récupération",208360.4792,305,0.995,0,Hauts-de-France
1183,Enedis,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",1165464.56,3819,0.979,0,Hauts-de-France
1184,Enedis,Entreprises,Tertiaire,Transports terrestres et transport par conduites,262265.6672,633,0.991,0,Hauts-de-France
1185,Enedis,Entreprises,Tertiaire,Édition,5279.253742,29,0.964,0,Hauts-de-France
1186,Enedis,Entreprises,Tertiaire,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",14930.46539,44,0.989,0,Hauts-de-France
1187,Enedis,Entreprises,Tertiaire,"Activités des services financiers, hors assurance et caisses de retraite",218615.0284,792,0.978,0,Hauts-de-France
1188,Enedis,Entreprises,Tertiaire,Activités immobilières,309004.9474,2238,0.959,0,Hauts-de-France
1189,Enedis,Entreprises,Tertiaire,Activités de location et location-bail,17560.83298,167,0.953,0,Hauts-de-France
1190,Enedis,Entreprises,Tertiaire,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",5441.718773,20,0.983,0,Hauts-de-France
1191,Enedis,Entreprises,Tertiaire,"Activités sportives, récréatives et de loisirs",80150.75349,392,0.973,0,Hauts-de-France
1192,Enedis,Entreprises,Tertiaire,Autres services personnels,18424.43086,241,0.938,0,Hauts-de-France
1193,Enedis,Entreprises,Tertiaire,Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,303.7729723,6,0.887,0,Hauts-de-France
1194,Enedis,Petits professionels,Agriculture,0,277664.6026,17141,0.79,0,Hauts-de-France
1195,Enedis,Entreprises,Agriculture,0,1284.459346,6,0.98,0,Grand Est
1196,Enedis,Entreprises,Industrie,Industrie de l'habillement,24662.66439,37,0.994,0,Grand Est
1197,Enedis,Entreprises,Industrie,Industrie chimique,343828.1819,91,0.999,0,Grand Est
1198,Enedis,Entreprises,Industrie,Fabrication d'autres produits minéraux non métalliques,493396.6106,261,0.999,0,Grand Est
1199,Enedis,Entreprises,Industrie,Fabrication de meubles,72943.80946,86,0.997,0,Grand Est
1200,Enedis,Entreprises,Industrie,Travaux de construction spécialisés,61873.87992,691,0.957,0,Grand Est
1201,Enedis,Entreprises,Industrie,0,53.98429426,1,0.997,0,Grand Est
1202,Enedis,Entreprises,Tertiaire,"Captage, traitement et distribution d'eau",215423.0563,840,0.986,0,Grand Est
1203,Enedis,Entreprises,Tertiaire,Entreposage et services auxiliaires des transports,169669.5709,371,0.989,0,Grand Est
1204,Enedis,Entreprises,Tertiaire,Activités de poste et de courrier,12014.50678,77,0.958,0,Grand Est
1205,Enedis,Entreprises,Tertiaire,Télécommunications,67474.76297,226,0.981,0,Grand Est
1206,Enedis,Entreprises,Tertiaire,"Programmation, conseil et autres activités informatiques",16295.87421,26,0.993,0,Grand Est
1207,Enedis,Entreprises,Tertiaire,"Activités des services financiers, hors assurance et caisses de retraite",104252.9926,465,0.975,0,Grand Est
1208,Enedis,Entreprises,Tertiaire,Activités juridiques et comptables,7455.419055,90,0.905,0,Grand Est
1209,Enedis,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,642188.9585,4746,0.972,0,Grand Est
1210,Enedis,Entreprises,Tertiaire,Enseignement,187631.8722,916,0.981,0,Grand Est
1211,Enedis,Entreprises,Tertiaire,Action sociale sans hébergement,59989.61754,427,0.967,0,Grand Est
1212,Enedis,Entreprises,Tertiaire,Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,3.994868208,2,0.548,0,Grand Est
1213,Enedis,Entreprises,Agriculture,0,881.4809957,16,0.942,0,Pays de la Loire
1214,Enedis,Entreprises,Industrie,Industrie de l'habillement,7436.326723,63,0.966,0,Pays de la Loire
1215,Enedis,Entreprises,Industrie,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",114124.3299,129,0.998,0,Pays de la Loire
1216,Enedis,Entreprises,Industrie,Industrie chimique,156806.8445,77,0.999,0,Pays de la Loire
1217,Enedis,Entreprises,Industrie,"Fabrication de produits informatiques, électroniques et optiques",65125.61564,69,0.996,0,Pays de la Loire
1218,Enedis,Entreprises,Industrie,Fabrication de machines et équipements n.c.a.,163755.3389,235,0.995,0,Pays de la Loire
1219,Enedis,Entreprises,Industrie,Autres industries manufacturières,50755.57009,73,0.993,0,Pays de la Loire
1220,Régie communale d'électricité de Gattieres,Petits professionels,Tertiaire,0,718.0,68,1.0,0,Provence-Alpes-Côte d'Azur
1221,Régie communale d'électricité de Gattieres,Petits professionels,Secteur Inconnu,0,143.0,49,1.0,0,Provence-Alpes-Côte d'Azur
1222,Régie communale d'électricité de Gattieres,Résidentiel,Résidentiel,0,16162.0,2439,1.0,0,Provence-Alpes-Côte d'Azur
1223,Régie communale d'électricité de Montois-la-Montagne,Entreprises,Secteur Inconnu,0,159.62,1,0.914,0,Grand Est
1224,Régie communale d'électricité de Montois-la-Montagne,Résidentiel,Résidentiel,0,5873.901,1265,0.4,0,Grand Est
1225,Régie communale d'électricité de Saulnes,0,Secteur Inconnu,0,92.0,5,0.5,0,Grand Est
1226,Régie communale d'électricité de Saulnes,Résidentiel,Résidentiel,0,5410.0,1325,0.5,0,Grand Est
1227,Régie communale de distribution d'électricité et d'eau Mitry Mory,Entreprises,Industrie,Industries alimentaires,176.895,2,0.997,0,Île-de-France
1228,Régie communale de distribution d'électricité et d'eau Mitry Mory,Entreprises,Tertiaire,Activités des sièges sociaux ; conseil de gestion,711.717,1,1.0,0,Île-de-France
1229,Régie communale de distribution d'électricité et d'eau Mitry Mory,Petits professionels,Industrie,0,192.863,17,0.384,0,Île-de-France
1230,Régie communale de distribution d'électricité et d'eau Mitry Mory,Petits professionels,Tertiaire,0,3176.622,267,0.484,0,Île-de-France
1231,Régie communale de Montdidier,Entreprises,Secteur Inconnu,0,11690.0,65,0.0,0,Hauts-de-France
1232,Régie communale du câble et d'électricité de Montataire,Entreprises,Tertiaire,"Captage, traitement et distribution d'eau",26.195,1,0.888,0,Hauts-de-France
1233,Régie communale du câble et d'électricité de Montataire,Entreprises,Tertiaire,Commerce et réparation d'automobiles et de motocycles,7.164,1,0.875,0,Hauts-de-France
1234,Régie communale du câble et d'électricité de Montataire,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,129.638,1,0.889,0,Hauts-de-France
1235,Régie communale du câble et d'électricité de Montataire,Entreprises,Tertiaire,"Activités sportives, récréatives et de loisirs",296.011,1,0.908,0,Hauts-de-France
1236,Régie communale du câble et d'électricité de Montataire,Entreprises,Tertiaire,Autres services personnels,42.063,1,1.0,0,Hauts-de-France
1237,Régie communale du câble et d'électricité de Montataire,Petits professionels,Industrie,0,101.682,8,0.347,0,Hauts-de-France
1238,Régie communale du câble et d'électricité de Montataire,Résidentiel,Résidentiel,0,19930.827,5333,0.373,0,Hauts-de-France
1239,Régie d'électricité Counozouls,Résidentiel,Résidentiel,0,380.0,150,0.0,0,Occitanie
1240,Régie d'électricité d'Elbeuf,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",576.465,2,1.0,0,Normandie
1241,Régie d'électricité d'Elbeuf,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",378.969,3,0.953,0,Normandie
1242,Régie d'électricité d'Elbeuf,Entreprises,Tertiaire,Restauration,14.321,1,0.68,0,Normandie
1243,Régie d'électricité d'Elbeuf,Entreprises,Tertiaire,"Activités des services financiers, hors assurance et caisses de retraite",66.623,1,1.0,0,Normandie
1244,Régie d'électricité d'Elbeuf,Entreprises,Tertiaire,Services relatifs aux bâtiments et aménagement paysager,201.1,1,1.0,0,Normandie
1245,Régie d'électricité d'Elbeuf,Petits professionels,Tertiaire,0,3466.754,516,0.542,0,Normandie
1246,Régie d'électricité de Bitche,Entreprises,Agriculture,0,0.672,1,0.0,0,Grand Est
1247,Régie d'électricité de Bitche,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",50.661,1,0.0,0,Grand Est
1248,Régie d'électricité de Bitche,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,199.549,1,1.0,0,Grand Est
1250,Régie d'électricité de Montvalezan-la-Rosière,Entreprises,Tertiaire,Activités immobilières,75.219,1,0.0,0,Auvergne-Rhône-Alpes
1251,Régie d'électricité de Montvalezan-la-Rosière,Entreprises,Secteur Inconnu,0,14481.328,96,0.602,0,Auvergne-Rhône-Alpes
1252,Régie d'électricité de Montvalezan-la-Rosière,Petits professionels,Secteur Inconnu,0,2436.596,250,0.603,0,Auvergne-Rhône-Alpes
1253,Régie d'électricité de Saint-Quirc,Petits professionels,Agriculture,0,74.0,12,1.0,0,Occitanie
1255,Régie d'électricité de Saint-Quirc,Petits professionels,Tertiaire,0,28.0,11,1.0,0,Occitanie
1256,Régie d'électricité de Saint-Quirc,Petits professionels,Secteur Inconnu,0,78.0,8,1.0,0,Occitanie
1257,Régie d'électricité du syndicat du sud de La Réole,Petits professionels,Secteur Inconnu,0,6055.236,766,0.00903,0,Nouvelle-Aquitaine
1258,Régie de Saint Paul Cap de Joux,Entreprises,Industrie,Industries alimentaires,46.0,1,0.9,0,Occitanie
1259,Régie de Saint Paul Cap de Joux,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,39.0,1,0.9,0,Occitanie
1260,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Industrie,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",3861.236,8,0.951,0,Auvergne-Rhône-Alpes
1261,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Industrie,Fabrication de produits en caoutchouc et en plastique,1933.596,1,1.0,0,Auvergne-Rhône-Alpes
1262,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Industrie,Fabrication de meubles,26209.835,11,1.0,0,Auvergne-Rhône-Alpes
1263,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Industrie,Autres industries manufacturières,18.874,1,1.0,0,Auvergne-Rhône-Alpes
1264,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",20.215,1,1.0,0,Auvergne-Rhône-Alpes
1265,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,Réparation et installation de machines et d'équipements,84.06,2,1.0,0,Auvergne-Rhône-Alpes
1266,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,Commerce et réparation d'automobiles et de motocycles,89.792,2,0.172,0,Auvergne-Rhône-Alpes
1267,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",3460.47,12,1.0,0,Auvergne-Rhône-Alpes
1268,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,Transports terrestres et transport par conduites,3278.65,30,0.998,0,Auvergne-Rhône-Alpes
1269,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,Activités immobilières,13593.606,176,0.999,0,Auvergne-Rhône-Alpes
1270,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,Activités juridiques et comptables,112.177,2,1.0,0,Auvergne-Rhône-Alpes
1271,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,Services relatifs aux bâtiments et aménagement paysager,7.122,1,1.0,0,Auvergne-Rhône-Alpes
1272,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,Hébergement médico-social et social,28.861,1,0.0,0,Auvergne-Rhône-Alpes
1273,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,"Activités sportives, récréatives et de loisirs",543.833,4,0.711,0,Auvergne-Rhône-Alpes
1274,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Petits professionels,Industrie,0,1623.434,160,0.131,0,Auvergne-Rhône-Alpes
1275,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Petits professionels,Tertiaire,0,17466.09,2046,0.108,0,Auvergne-Rhône-Alpes
1276,Régie électrique d'Avrieux,Entreprises,Tertiaire,Hébergement,37.0,1,1.0,0,Auvergne-Rhône-Alpes
1277,Régie électrique d'Avrieux,Petits professionels,Tertiaire,0,259.0,43,1.0,0,Auvergne-Rhône-Alpes
1278,Régie électrique d'Avrieux,Résidentiel,Résidentiel,0,2161.0,238,1.0,0,Auvergne-Rhône-Alpes
1279,Régie électrique de La Cabanasse,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,203.0,2,1.0,0,Occitanie
1281,Régie électrique de La Cabanasse,Petits professionels,Industrie,0,70.0,2,1.0,0,Occitanie
1282,Régie électrique de La Cabanasse,Petits professionels,Tertiaire,0,268.0,44,1.0,0,Occitanie
1283,Régie électrique de Sainte-Foy-Tarentaise,Entreprises,Tertiaire,Transports terrestres et transport par conduites,173.647,2,0.407,0,Auvergne-Rhône-Alpes
1284,Régie électrique de Sainte-Foy-Tarentaise,Entreprises,Tertiaire,Hébergement,0.308,1,0.0,0,Auvergne-Rhône-Alpes
1285,Régie électrique de Sainte-Foy-Tarentaise,Entreprises,Secteur Inconnu,0,3668.978,42,0.875,0,Auvergne-Rhône-Alpes
1287,Régie électrique de Villaroger,Petits professionels,Secteur Inconnu,0,363.328,45,0.803,0,Auvergne-Rhône-Alpes
1288,Régie électrique de Villaroger,Résidentiel,Résidentiel,0,2592.539,367,0.436,0,Auvergne-Rhône-Alpes
1290,Régie électrique municipale de Fontpedrouse,Résidentiel,Résidentiel,0,556.0,217,1.0,0,Occitanie
1291,Régie électrique municipale de Mont Louis,Petits professionels,Tertiaire,0,182.0,25,1.0,0,Occitanie
1293,Régie électrique municipale de Prats-de-Mollo-la-Preste,Petits professionels,Tertiaire,0,387.142,31,0.806,0,Occitanie
1294,Régie électrique municipale de Saint Laurent de Cerdans,Petits professionels,Agriculture,0,78.968,4,0.25,0,Occitanie
1296,Régie électrique municipale de Saint Laurent de Cerdans,Petits professionels,Tertiaire,0,160.462,19,0.0,0,Occitanie
1297,Régie électriques de Tignes,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",148.124,2,0.108,0,Auvergne-Rhône-Alpes
1298,Régie électriques de Tignes,Entreprises,Secteur Inconnu,0,40901.832,243,0.659,0,Auvergne-Rhône-Alpes
1299,Régie électriques de Tignes,Petits professionels,Tertiaire,0,135.051,17,0.346,0,Auvergne-Rhône-Alpes
1300,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Industrie,Industries alimentaires,774.966,7,1.0,0,Grand Est
1301,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Industrie,Fabrication de boissons,673.48,1,1.0,0,Grand Est
1302,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Industrie,"Fabrication de produits métalliques, à l'exception des machines et des équipements",1816.698,5,0.982,0,Grand Est
1303,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Industrie,Fabrication de meubles,729.23,2,1.0,0,Grand Est
1304,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",929.324,2,0.94,0,Grand Est
1305,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",2948.667,10,1.0,0,Grand Est
1306,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Tertiaire,Activités de poste et de courrier,100.678,1,1.0,0,Grand Est
1307,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Tertiaire,Restauration,383.28,4,1.0,0,Grand Est
1308,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,404.377,3,0.928,0,Grand Est
1309,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Tertiaire,Hébergement médico-social et social,738.946,2,1.0,0,Grand Est
1310,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Secteur Inconnu,0,2108.402,14,1.0,0,Grand Est
1311,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Petits professionels,Industrie,0,252.96,33,0.432,0,Grand Est
1312,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Petits professionels,Secteur Inconnu,0,4175.958,228,0.427,0,Grand Est
